Classifier,Macro F1,Macro Recall,Macro Precision,Class0 Recall,Class1 Recall,Class2 Recall,Class0 Precision,Class1 Precision,Class2 Precision,Class0 F1,Class1 F1,Class2 F1,TrainParticipants,TestParticipants,TrainConditions,TestConditions,Experiment,RandomState,WindowDuration,WindowStepSize,BatchSize,LearningRate,HiddenDim,Epochs
CNN,0.31884057971014496,0.3333333333333333,0.3055555555555555,1.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.9565217391304348,0.0,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",23,FW,FW,1,32,7.0,10,64,0.001,,10
CNN,0.36170212765957444,0.5,0.2833333333333333,1.0,,0.0,0.5666666666666667,,0.0,0.7234042553191489,,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",02,FW,FW,1,100,7.0,10,64,0.001,,10
CNN,0.38,0.5,0.3064516129032258,1.0,,0.0,0.6129032258064516,,0.0,0.76,,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",05,FW,FW,1,100,7.0,10,64,0.001,,10
CNN,0.3666666666666667,0.5,0.2894736842105263,1.0,,0.0,0.5789473684210527,,0.0,0.7333333333333334,,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",07,FW,FW,1,100,7.0,10,64,0.001,,10
CNN,0.3333333333333333,0.5,0.25,0.0,,1.0,0.0,,0.5,0.0,,0.6666666666666666,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",08,FW,FW,1,100,7.0,10,64,0.001,,10
CNN,0.2765957446808511,0.5,0.19117647058823528,0.0,,1.0,0.0,,0.38235294117647056,0.0,,0.5531914893617021,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",09,FW,FW,1,100,7.0,10,64,0.001,,10
CNN,0.36585365853658536,0.5,0.28846153846153844,1.0,,0.0,0.5769230769230769,,0.0,0.7317073170731707,,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",11,FW,FW,1,100,7.0,10,64,0.001,,10
CNN,0.044444444444444446,0.3333333333333333,0.023809523809523808,0.0,0.0,1.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.13333333333333333,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",13,FW,FW,1,100,7.0,10,64,0.001,,10
CNN,0.3144654088050315,0.3333333333333333,0.2976190476190476,1.0,0.0,0.0,0.8928571428571429,0.0,0.0,0.9433962264150945,0.0,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",14,FW,FW,1,100,7.0,10,64,0.001,,10
CNN,0.26356589147286824,0.22666666666666668,0.3148148148148148,0.68,0.0,0.0,0.9444444444444444,0.0,0.0,0.7906976744186047,0.0,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",15,FW,FW,1,100,7.0,10,64,0.001,,10
CNN,0.09305873379099923,0.35185185185185186,0.3650793650793651,0.05555555555555555,0.0,1.0,1.0,0.0,0.09523809523809523,0.10526315789473684,0.0,0.17391304347826084,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",18,FW,FW,1,100,7.0,10,64,0.001,,10
CNN,0.317016317016317,0.39393939393939387,0.3311546840958606,0.6818181818181818,0.5,0.0,0.8823529411764706,0.1111111111111111,0.0,0.7692307692307693,0.1818181818181818,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",19,FW,FW,1,100,7.0,10,64,0.001,,10
CNN,0.3111111111111111,0.3333333333333333,0.2916666666666667,1.0,0.0,0.0,0.875,0.0,0.0,0.9333333333333333,0.0,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",20,FW,FW,1,100,7.0,10,64,0.001,,10
CNN,0.023809523809523808,0.3333333333333333,0.012345679012345678,0.0,1.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.07142857142857142,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",21,FW,FW,1,100,7.0,10,64,0.001,,10
CNN,0.041666666666666664,0.3333333333333333,0.022222222222222223,0.0,0.0,1.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.125,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",23,FW,FW,1,100,7.0,10,64,0.001,,10
CNN,0.4505494505494505,0.4683257918552036,0.4602272727272727,0.7058823529411765,,0.23076923076923078,0.5454545454545454,,0.375,0.6153846153846153,,0.2857142857142857,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",02,FW,FW,1,11,7.0,10,64,0.001,,10
CNN,0.27906976744186046,0.5,0.1935483870967742,0.0,,1.0,0.0,,0.3870967741935484,0.0,,0.5581395348837209,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",05,FW,FW,1,11,7.0,10,64,0.001,,10
CNN,0.39102564102564097,0.5454545454545454,0.7222222222222222,0.09090909090909091,,1.0,1.0,,0.4444444444444444,0.16666666666666669,,0.6153846153846153,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",07,FW,FW,1,11,7.0,10,64,0.001,,10
CNN,0.3665158371040724,0.46428571428571425,0.4066666666666666,0.07142857142857142,,0.8571428571428571,0.3333333333333333,,0.48,0.11764705882352941,,0.6153846153846153,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",08,FW,FW,1,11,7.0,10,64,0.001,,10
CNN,0.26086956521739135,0.46153846153846156,0.18181818181818182,0.0,,0.9230769230769231,0.0,,0.36363636363636365,0.0,,0.5217391304347827,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",09,FW,FW,1,11,7.0,10,64,0.001,,10
CNN,0.2136752136752137,0.1272727272727273,0.6666666666666666,0.2,0.0,0.18181818181818182,1.0,0.0,1.0,0.33333333333333337,0.0,0.3076923076923077,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",11,FW,FW,1,11,7.0,10,64,0.001,,10
CNN,0.022988505747126433,0.3333333333333333,0.011904761904761904,0.0,1.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0689655172413793,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",13,FW,FW,1,11,7.0,10,64,0.001,,10
CNN,0.30769230769230765,0.32,0.2962962962962963,0.96,0.0,0.0,0.8888888888888888,0.0,0.0,0.923076923076923,0.0,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",14,FW,FW,1,11,7.0,10,64,0.001,,10
CNN,0.49019607843137253,0.5,0.4807692307692308,1.0,,0.0,0.9615384615384616,,0.0,0.9803921568627451,,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",15,FW,FW,1,11,7.0,10,64,0.001,,10
CNN,0.3,0.3333333333333333,0.27272727272727276,1.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.9,0.0,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",18,FW,FW,1,11,7.0,10,64,0.001,,10
CNN,0.20908004778972514,0.2878787878787879,0.3171296296296296,0.36363636363636365,0.0,0.5,0.8888888888888888,0.0,0.0625,0.5161290322580644,0.0,0.1111111111111111,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",19,FW,FW,1,11,7.0,10,64,0.001,,10
CNN,0.14393939393939395,0.38095238095238093,0.3666666666666667,0.14285714285714285,0.0,1.0,1.0,0.0,0.1,0.25,0.0,0.18181818181818182,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",20,FW,FW,1,11,7.0,10,64,0.001,,10
CNN,0.023809523809523808,0.3333333333333333,0.012345679012345678,0.0,0.0,1.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.07142857142857142,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",21,FW,FW,1,11,7.0,10,64,0.001,,10
CNN,0.025641025641025644,0.3333333333333333,0.013333333333333334,0.0,0.0,1.0,0.0,0.0,0.04,0.0,0.0,0.07692307692307693,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",23,FW,FW,1,11,7.0,10,64,0.001,,10
CNN,0.23703703703703705,0.3137254901960784,0.19047619047619047,0.9411764705882353,0.0,0.0,0.5714285714285714,0.0,0.0,0.7111111111111111,0.0,0.0,"[2, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 20, 21, 23]",02,FW,FW,1,64,7.0,10,64,0.001,,10
