,Classifier,Accuracy,Precision,Recall,F1,Class0 Recall,Class1 Recall,Class2 Recall,Class0 Precision,Class1 Precision,Class2 Precision,Class0 F1,Class1 F1,Class2 F1,Macro F1,Macro Recall,Macro Precision,TrainParticipants,TestParticipants,TrainConditions,TestConditions,Experiment
3,DecisionTree,0.3502487562189055,0.20109594296069952,0.31667939903234016,0.21858153734409225,0.8441558441558441,0.0,0.10588235294117647,0.36434977578475336,0.0,0.23893805309734514,0.5090054815974941,0.0,0.14673913043478262,0.21858153734409225,0.31667939903234016,0.20109594296069952,[9],[17],['FP'],['RW'],16
4,MLP,0.32238805970149254,0.19376334168638917,0.3092097445038621,0.23773488280063781,0.6727272727272727,0.0,0.2549019607843137,0.39663093415007655,0.0,0.1846590909090909,0.49903660886319845,0.0,0.21416803953871497,0.23773488280063781,0.3092097445038621,0.19376334168638917,[9],[17],['FP'],['RW'],16
0,SVM,0.28080568720379145,0.19438415626695604,0.30761648745519715,0.22561856166361796,0.4583333333333333,0.0,0.4645161290322581,0.4252577319587629,0.0,0.15789473684210525,0.4411764705882352,0.0,0.23567921440261866,0.22561856166361796,0.30761648745519715,0.19438415626695604,[9],[18],['FP'],['RW'],16
1,RandomForest,0.38270142180094785,0.23373039283922958,0.38357228195937876,0.29046076350799493,0.7055555555555556,0.0,0.44516129032258067,0.43270868824531517,0.0,0.26848249027237353,0.5364308342133052,0.0,0.3349514563106796,0.29046076350799493,0.38357228195937876,0.23373039283922958,[9],[18],['FP'],['RW'],16
2,KNN,0.30924170616113744,0.19253663003663002,0.30412186379928313,0.2321772639691715,0.5833333333333334,0.0,0.32903225806451614,0.4375,0.0,0.1401098901098901,0.5,0.0,0.19653179190751446,0.2321772639691715,0.30412186379928313,0.19253663003663002,[9],[18],['FP'],['RW'],16
3,DecisionTree,0.3755924170616114,0.23041894353369763,0.37556750298685787,0.2855576441102757,0.6944444444444444,0.0,0.432258064516129,0.4166666666666667,0.0,0.27459016393442626,0.5208333333333334,0.0,0.33583959899749377,0.2855576441102757,0.37556750298685787,0.23041894353369763,[9],[18],['FP'],['RW'],16
4,MLP,0.25355450236966826,0.1769149989045277,0.2777479091995221,0.20410472375244093,0.41388888888888886,0.0,0.41935483870967744,0.3900523560209424,0.0,0.1406926406926407,0.4016172506738544,0.0,0.21069692058346842,0.20410472375244093,0.2777479091995221,0.1769149989045277,[9],[18],['FP'],['RW'],16
0,SVM,0.48215919487648673,0.30457558036505405,0.395083932853717,0.34342551381944525,0.685251798561151,0.0,0.5,0.5644444444444444,0.0,0.3492822966507177,0.6190089358245329,0.0,0.4112676056338028,0.34342551381944525,0.395083932853717,0.30457558036505405,[9],[19],['FP'],['RW'],16
1,RandomForest,0.4885635864592864,0.24258618632947634,0.32990046319109095,0.2516679438058748,0.9280575539568345,0.0,0.06164383561643835,0.5108910891089109,0.0,0.21686746987951808,0.6590038314176245,0.0,0.096,0.2516679438058748,0.32990046319109095,0.24258618632947634,[9],[19],['FP'],['RW'],16
2,KNN,0.46294602012808783,0.2762711315237378,0.3548503662823166,0.3096702476321737,0.7392086330935251,0.0,0.3253424657534247,0.5310077519379846,0.0,0.29780564263322884,0.6180451127819548,0.0,0.31096563011456635,0.3096702476321737,0.3548503662823166,0.2762711315237378,[9],[19],['FP'],['RW'],16
3,DecisionTree,0.41994510521500455,0.2832677266559818,0.36515718931703955,0.3093618580977609,0.5269784172661871,0.0,0.5684931506849316,0.5570342205323194,0.0,0.2927689594356261,0.5415896487985215,0.0,0.38649592549476136,0.3093618580977609,0.36515718931703955,0.2832677266559818,[9],[19],['FP'],['RW'],16
4,MLP,0.3613906678865508,0.25407466097121273,0.32787194901612954,0.27011688629377917,0.40827338129496404,0.0,0.5753424657534246,0.4989010989010989,0.0,0.26332288401253917,0.44906033630069236,0.0,0.36129032258064514,0.27011688629377917,0.32787194901612954,0.25407466097121273,[9],[19],['FP'],['RW'],16
0,SVM,0.255729794933655,0.17098350096231452,0.3042611717810611,0.1979040193075281,0.5568513119533528,0.0,0.3559322033898305,0.46246973365617433,0.0,0.05048076923076923,0.5052910052910053,0.0,0.08842105263157896,0.1979040193075281,0.3042611717810611,0.17098350096231452,[9],[20],['FP'],['RW'],16
1,RandomForest,0.3232810615199035,0.1717469893940482,0.3773945413516497,0.22959071051374044,0.7084548104956269,0.0,0.423728813559322,0.4084033613445378,0.0,0.10683760683760683,0.5181236673773988,0.0,0.17064846416382254,0.22959071051374044,0.3773945413516497,0.1717469893940482,[9],[20],['FP'],['RW'],16
2,KNN,0.30759951749095293,0.1652354179502978,0.31798191431536293,0.20981391891715676,0.6997084548104956,0.0,0.2542372881355932,0.4436229205175601,0.0,0.052083333333333336,0.5429864253393666,0.0,0.08645533141210375,0.20981391891715676,0.31798191431536293,0.1652354179502978,[9],[20],['FP'],['RW'],16
3,DecisionTree,0.2955367913148372,0.12865812504840618,0.24277313831101446,0.16801070844716545,0.7113702623906706,0.0,0.01694915254237288,0.38065522620904835,0.0,0.005319148936170213,0.49593495934959353,0.0,0.008097165991902834,0.16801070844716545,0.24277313831101446,0.12865812504840618,[9],[20],['FP'],['RW'],16
4,MLP,0.26658624849215923,0.17301670653674853,0.4299550328606019,0.21765399100729974,0.5102040816326531,0.0,0.7796610169491526,0.40229885057471265,0.0,0.116751269035533,0.4498714652956298,0.0,0.20309050772626933,0.21765399100729974,0.4299550328606019,0.17301670653674853,[9],[20],['FP'],['RW'],16
0,SVM,0.42333333333333334,0.27578947368421053,0.3364424778761062,0.2952239158690772,0.558,0.0,0.45132743362831856,0.5873684210526315,0.0,0.24,0.5723076923076924,0.0,0.31336405529953915,0.2952239158690772,0.3364424778761062,0.27578947368421053,[9],[24],['FP'],['RW'],16
1,RandomForest,0.4166666666666667,0.246943115364168,0.3025368731563422,0.2710840673255788,0.62,0.0,0.28761061946902655,0.543859649122807,0.0,0.19696969696969696,0.5794392523364487,0.0,0.23381294964028776,0.2710840673255788,0.3025368731563422,0.246943115364168,[9],[24],['FP'],['RW'],16
2,KNN,0.48444444444444446,0.29632672730140736,0.36583480825958703,0.32539665466981066,0.686,0.0,0.41150442477876104,0.6225045372050817,0.0,0.2664756446991404,0.6527117031398668,0.0,0.3234782608695652,0.32539665466981066,0.36583480825958703,0.29632672730140736,[9],[24],['FP'],['RW'],16
3,DecisionTree,0.39222222222222225,0.2072095131445635,0.26200589970501476,0.2308410837918439,0.64,0.0,0.14601769911504425,0.48120300751879697,0.0,0.14042553191489363,0.5493562231759656,0.0,0.14316702819956617,0.2308410837918439,0.26200589970501476,0.2072095131445635,[9],[24],['FP'],['RW'],16
4,MLP,0.37666666666666665,0.24956985476321017,0.3068259587020649,0.26614373204755143,0.478,0.0,0.4424778761061947,0.5229759299781181,0.0,0.22573363431151242,0.4994775339602926,0.0,0.29895366218236175,0.26614373204755143,0.3068259587020649,0.24956985476321017,[9],[24],['FP'],['RW'],16
0,SVM,0.41346153846153844,0.4872168840082361,0.4742370536872136,0.37107167641518785,0.3903345724907063,,0.5581395348837209,0.8467741935483871,,0.1276595744680851,0.5343511450381679,,0.20779220779220778,0.37107167641518785,0.4742370536872136,0.4872168840082361,[9],[3],['FP'],['RP'],16
1,RandomForest,0.6233974358974359,0.47991608526897456,0.46410045820005186,0.45480300557317443,0.6840148698884758,,0.2441860465116279,0.8498845265588915,,0.1099476439790576,0.7579814624098867,,0.15162454873646208,0.45480300557317443,0.46410045820005186,0.47991608526897456,[9],[3],['FP'],['RP'],16
2,KNN,0.532051282051282,0.48775808133472365,0.47462609146710466,0.43003003003003004,0.5539033457249071,,0.3953488372093023,0.8514285714285714,,0.12408759124087591,0.6711711711711712,,0.18888888888888888,0.43003003003003004,0.47462609146710466,0.48775808133472365,[9],[3],['FP'],['RP'],16
3,DecisionTree,0.7323717948717948,0.4768472067091986,0.4735670441774012,0.4747765955838251,0.8308550185873605,,0.11627906976744186,0.8546845124282982,,0.09900990099009901,0.8426013195098963,,0.106951871657754,0.4747765955838251,0.4735670441774012,0.4768472067091986,[9],[3],['FP'],['RP'],16
4,MLP,0.46955128205128205,0.5344681347342529,0.5702645456903259,0.4264817360156608,0.4312267657992565,,0.7093023255813954,0.9027237354085603,,0.16621253405994552,0.5836477987421383,,0.26931567328918327,0.4264817360156608,0.5702645456903259,0.5344681347342529,[9],[3],['FP'],['RP'],16
0,SVM,0.4703389830508475,0.5136222741856544,0.5625468164794007,0.372967458073841,0.4584269662921348,,0.6666666666666666,0.9577464788732394,,0.0694980694980695,0.6200607902735562,,0.1258741258741259,0.372967458073841,0.5625468164794007,0.5136222741856544,[9],[7],['FP'],['RP'],16
1,RandomForest,0.8622881355932204,0.5113713244860786,0.5181856013316687,0.5113404689092763,0.9067415730337078,,0.12962962962962962,0.9449648711943794,,0.07777777777777778,0.9254587155963303,,0.09722222222222222,0.5113404689092763,0.5181856013316687,0.5113713244860786,[9],[7],['FP'],['RP'],16
2,KNN,0.5963983050847458,0.5017263845180471,0.5076362879733666,0.42155281251256477,0.6078651685393258,,0.4074074074074074,0.944153577661431,,0.05929919137466307,0.7395762132604237,,0.10352941176470588,0.42155281251256477,0.5076362879733666,0.5017263845180471,[9],[7],['FP'],['RP'],16
3,DecisionTree,0.6875,0.49406391936224475,0.4776737411568872,0.44636953362478055,0.7146067415730337,,0.24074074074074073,0.9394387001477105,,0.04868913857677903,0.8117421825143586,,0.0809968847352025,0.44636953362478055,0.4776737411568872,0.49406391936224475,[9],[7],['FP'],['RP'],16
4,MLP,0.3495762711864407,0.4871565113500597,0.4463171036204744,0.29162735445519383,0.33707865168539325,,0.5555555555555556,0.9259259259259259,,0.04838709677419355,0.49423393739703453,,0.08902077151335312,0.29162735445519383,0.4463171036204744,0.4871565113500597,[9],[7],['FP'],['RP'],16
0,SVM,0.5320899616017554,0.5234641617661235,0.5312825332562174,0.495972202639388,0.5328947368421053,,0.5296703296703297,0.7730646871686108,,0.27386363636363636,0.6308957161401991,,0.36104868913857685,0.495972202639388,0.5312825332562174,0.5234641617661235,[9],[8],['FP'],['RP'],16
1,RandomForest,0.6747120131651124,0.45920145443562205,0.4774307563781248,0.457204286174071,0.8713450292397661,,0.08351648351648351,0.7408328154133001,,0.17757009345794392,0.8008061807188446,,0.11360239162929744,0.457204286174071,0.4774307563781248,0.45920145443562205,[9],[8],['FP'],['RP'],16
2,KNN,0.6012068019747668,0.5455552728660475,0.5575332562174667,0.5393560540890929,0.6447368421052632,,0.4703296703296703,0.7853962600178095,,0.3057142857142857,0.7081493376154154,,0.37056277056277054,0.5393560540890929,0.5575332562174667,0.5455552728660475,[9],[8],['FP'],['RP'],16
3,DecisionTree,0.5419637959407569,0.523004181587938,0.5305274403958614,0.5003681088722608,0.5533625730994152,,0.5076923076923077,0.7716615698267074,,0.27434679334916867,0.6445295870583226,,0.35620663068619896,0.5003681088722608,0.5305274403958614,0.523004181587938,[9],[8],['FP'],['RP'],16
4,MLP,0.5326385079539221,0.5248331365509264,0.5331148383779962,0.4970389598277778,0.5321637426900585,,0.5340659340659341,0.774468085106383,,0.27519818799546997,0.6308492201039861,,0.36322869955156944,0.4970389598277778,0.5331148383779962,0.5248331365509264,[9],[8],['FP'],['RP'],16
0,SVM,0.4739049394221808,0.4848847348049849,0.4847933353837102,0.4738545563126035,0.41686746987951806,,0.5527192008879024,0.5629067245119306,,0.4068627450980392,0.47900323027226577,,0.4687058823529412,0.4738545563126035,0.4847933353837102,0.4848847348049849,[9],[9],['FP'],['RP'],16
1,RandomForest,0.5,0.46895459553037455,0.47186348055930716,0.4663343217928082,0.6473895582329318,,0.29633740288568255,0.5597222222222222,,0.3781869688385269,0.6003724394785848,,0.3322962041070317,0.4663343217928082,0.47186348055930716,0.46895459553037455,[9],[9],['FP'],['RP'],16
2,KNN,0.5293569431500466,0.5155119272476031,0.5154112565690063,0.5154153308203773,0.6024096385542169,,0.4284128745837958,0.5928853754940712,,0.43813847900113506,0.5976095617529881,,0.4332210998877665,0.5154153308203773,0.5154112565690063,0.5155119272476031,[9],[9],['FP'],['RP'],16
3,DecisionTree,0.4785647716682199,0.4657679703716341,0.46565618745793386,0.4656996320109327,0.5461847389558233,,0.3851276359600444,0.5510534846029174,,0.38048245614035087,0.5486083098023397,,0.38279095421952564,0.4656996320109327,0.46565618745793386,0.4657679703716341,[9],[9],['FP'],['RP'],16
4,MLP,0.48136067101584346,0.502035876040249,0.5019523153657917,0.4801631529496876,0.37349397590361444,,0.6304106548279689,0.5827067669172933,,0.42136498516320475,0.45521292217327464,,0.5051133837261005,0.4801631529496876,0.5019523153657917,0.502035876040249,[9],[9],['FP'],['RP'],16
0,SVM,0.4958217270194986,0.5660748053734129,0.595204114129345,0.4792723484393156,0.4253075571177504,,0.7651006711409396,0.8736462093862816,,0.2585034013605442,0.5721040189125295,,0.3864406779661017,0.4792723484393156,0.595204114129345,0.5660748053734129,[9],[10],['FP'],['RP'],16
1,RandomForest,0.5445682451253482,0.40965955701394585,0.3856937285476699,0.3949983894865683,0.6572934973637962,,0.11409395973154363,0.7391304347826086,,0.08018867924528301,0.695813953488372,,0.09418282548476456,0.3949983894865683,0.3856937285476699,0.40965955701394585,[9],[10],['FP'],['RP'],16
2,KNN,0.5125348189415042,0.5076487252124646,0.5116240667130607,0.4640282552872024,0.5131810193321616,,0.5100671140939598,0.8,,0.21529745042492918,0.6252676659528907,,0.30278884462151395,0.4640282552872024,0.5116240667130607,0.5076487252124646,[9],[10],['FP'],['RP'],16
3,DecisionTree,0.7311977715877437,0.5634463276836158,0.5529835694318302,0.5560275916866108,0.8576449912126538,,0.2483221476510067,0.8133333333333334,,0.3135593220338983,0.834901625320787,,0.27715355805243447,0.5560275916866108,0.5529835694318302,0.5634463276836158,[9],[10],['FP'],['RP'],16
4,MLP,0.5919220055710307,0.5592924528301887,0.5889586110095423,0.5351087127063154,0.5940246045694201,,0.5838926174496645,0.845,,0.27358490566037735,0.697626418988648,,0.3725910064239829,0.5351087127063154,0.5889586110095423,0.5592924528301887,[9],[10],['FP'],['RP'],16
0,SVM,0.46728395061728395,0.46891404149468663,0.444859749915512,0.4031605518863031,0.4788104089219331,,0.4109090909090909,0.7990074441687345,,0.13882063882063883,0.598791259879126,,0.2075298438934803,0.4031605518863031,0.444859749915512,0.46891404149468663,[9],[12],['FP'],['RP'],16
1,RandomForest,0.7086419753086419,0.5239666860173323,0.5280162216965191,0.5245769540692989,0.8014869888475836,,0.2545454545454545,0.8402182385035074,,0.20771513353115728,0.8203957382039574,,0.22875816993464054,0.5245769540692989,0.5280162216965191,0.5239666860173323,[9],[12],['FP'],['RP'],16
2,KNN,0.6080246913580247,0.47340617662994405,0.4601892531260561,0.4566844919786096,0.6840148698884758,,0.23636363636363636,0.8141592920353983,,0.1326530612244898,0.7434343434343434,,0.16993464052287582,0.4566844919786096,0.4601892531260561,0.47340617662994405,[9],[12],['FP'],['RP'],16
3,DecisionTree,0.6425925925925926,0.5391112611783002,0.5620074349442379,0.527703689679602,0.6840148698884758,,0.44,0.8566108007448789,,0.2216117216117216,0.760644894584539,,0.294762484774665,0.527703689679602,0.5620074349442379,0.5391112611783002,[9],[12],['FP'],['RP'],16
4,MLP,0.4876543209876543,0.5101251770470466,0.5178776613720851,0.43834586466165415,0.4721189591078067,,0.5636363636363636,0.8410596026490066,,0.1791907514450867,0.6047619047619048,,0.27192982456140347,0.43834586466165415,0.5178776613720851,0.5101251770470466,[9],[12],['FP'],['RP'],16
0,SVM,0.3745885450954575,0.521683433936955,0.6669987307771776,0.3055314930314931,0.3557365919891378,,0.9782608695652174,0.9980952380952381,,0.04527162977867203,0.5245245245245246,,0.08653846153846154,0.3055314930314931,0.6669987307771776,0.521683433936955,[9],[14],['FP'],['RP'],16
1,RandomForest,0.6240947992100065,0.4960950808501717,0.46921396735440835,0.40631611658353645,0.6340801086218602,,0.30434782608695654,0.9668737060041408,,0.02531645569620253,0.7658876588765887,,0.046744574290484134,0.40631611658353645,0.46921396735440835,0.4960950808501717,[9],[14],['FP'],['RP'],16
2,KNN,0.5398288347597103,0.5061547040270444,0.5521266861477612,0.3818002174043412,0.5390359809911744,,0.5652173913043478,0.9754299754299754,,0.03687943262411347,0.6943594228246611,,0.06924101198402131,0.3818002174043412,0.5521266861477612,0.5061547040270444,[9],[14],['FP'],['RP'],16
3,DecisionTree,0.7590520078999342,0.4808173477898249,0.39137813985064496,0.4315119760479042,0.7827562797012899,,0.0,0.9616346955796498,,0.0,0.8630239520958084,,0.0,0.4315119760479042,0.39137813985064496,0.4808173477898249,[9],[14],['FP'],['RP'],16
4,MLP,0.4509545753785385,0.4932639806483637,0.44312110747070454,0.33018458909469284,0.451459606245757,,0.43478260869565216,0.9623733719247467,,0.024154589371980676,0.6146025878003697,,0.04576659038901602,0.33018458909469284,0.44312110747070454,0.4932639806483637,[9],[14],['FP'],['RP'],16
0,SVM,0.5963511972633979,0.5421952984068769,0.557498913334998,0.5302411301158442,0.6287822878228783,,0.48621553884711777,0.8060548722800378,,0.2783357245337159,0.7064676616915423,,0.354014598540146,0.5302411301158442,0.557498913334998,0.5421952984068769,[9],[15],['FP'],['RP'],16
1,RandomForest,0.629418472063854,0.5056977079132546,0.5064025377095875,0.5047599686549245,0.7321033210332103,,0.2807017543859649,0.7756059421422987,,0.23578947368421052,0.7532270311313591,,0.25629290617848965,0.5047599686549245,0.5064025377095875,0.5056977079132546,[9],[15],['FP'],['RP'],16
2,KNN,0.6088939566704675,0.49104891037468235,0.489581888300086,0.4881145846273226,0.7084870848708487,,0.2706766917293233,0.7673860911270983,,0.2147117296222664,0.7367613200306984,,0.2394678492239468,0.4881145846273226,0.489581888300086,0.49104891037468235,[9],[15],['FP'],['RP'],16
3,DecisionTree,0.6949828962371721,0.5624443404627855,0.5612157700524374,0.5617922067854753,0.8066420664206642,,0.3157894736842105,0.8001464128843339,,0.3247422680412371,0.8033811098860713,,0.32020330368487926,0.5617922067854753,0.5612157700524374,0.5624443404627855,[9],[15],['FP'],['RP'],16
4,MLP,0.47206385404789053,0.49190819219563076,0.48854978775351665,0.44091672633144247,0.45830258302583027,,0.518796992481203,0.7638376383763837,,0.2199787460148778,0.5728782287822879,,0.30895522388059704,0.44091672633144247,0.48854978775351665,0.49190819219563076,[9],[15],['FP'],['RP'],16
0,SVM,0.3596638655462185,0.527670433065905,0.5671826625386996,0.3321983214742432,0.3108359133126935,,0.8235294117647058,0.943609022556391,,0.11173184357541899,0.4676292501164415,,0.19676739283204497,0.3321983214742432,0.5671826625386996,0.527670433065905,[9],[17],['FP'],['RP'],16
1,RandomForest,0.6072829131652661,0.5297212879050798,0.5829721362229102,0.47500198245454306,0.6130030959752322,,0.5529411764705883,0.9287054409005628,,0.13073713490959665,0.7385303991048117,,0.21147356580427443,0.47500198245454306,0.5829721362229102,0.5297212879050798,[9],[17],['FP'],['RP'],16
2,KNN,0.5030812324929972,0.5132937629545883,0.5385448916408668,0.4127734146816382,0.49473684210526314,,0.5823529411764706,0.9183908045977012,,0.10819672131147541,0.6430583501006036,,0.1824884792626728,0.4127734146816382,0.5385448916408668,0.5132937629545883,[9],[17],['FP'],['RP'],16
3,DecisionTree,0.7243697478991596,0.5443182805665788,0.6003095975232198,0.5339386014443223,0.7535603715170278,,0.4470588235294118,0.9282990083905416,,0.16033755274261605,0.8318523581681476,,0.23602484472049692,0.5339386014443223,0.6003095975232198,0.5443182805665788,[9],[17],['FP'],['RP'],16
4,MLP,0.5131652661064425,0.49524211442573296,0.48622291021671826,0.40467596286586366,0.5195046439628483,,0.45294117647058824,0.9002145922746781,,0.09026963657678781,0.6588142913231252,,0.15053763440860216,0.40467596286586366,0.48622291021671826,0.49524211442573296,[9],[17],['FP'],['RP'],16
0,SVM,0.6342364532019704,0.5295138464148069,0.5785671177801224,0.487014989821726,0.6475800954328562,,0.5095541401273885,0.9250243427458618,,0.13400335008375208,0.7618283881315157,,0.21220159151193632,0.487014989821726,0.5785671177801224,0.5295138464148069,[9],[20],['FP'],['RP'],16
1,RandomForest,0.7278325123152709,0.584013397153105,0.7043144508268966,0.5768829031474657,0.7334696659850034,,0.6751592356687898,0.9547471162377995,,0.21327967806841047,0.8296067848882036,,0.32415902140672787,0.5768829031474657,0.7043144508268966,0.584013397153105,[9],[20],['FP'],['RP'],16
2,KNN,0.7278325123152709,0.5366999708211335,0.579183653975573,0.5271394429029548,0.7634628493524199,,0.39490445859872614,0.9218106995884774,,0.15158924205378974,0.8351976137211038,,0.21908127208480566,0.5271394429029548,0.579183653975573,0.5366999708211335,[9],[20],['FP'],['RP'],16
3,DecisionTree,0.8399014778325123,0.4629363853816574,0.4734259874348187,0.4676832927388895,0.9277436946148603,,0.01910828025477707,0.8983498349834983,,0.027522935779816515,0.9128101945003353,,0.02255639097744361,0.4676832927388895,0.4734259874348187,0.4629363853816574,[9],[20],['FP'],['RP'],16
4,MLP,0.5609605911330049,0.5054329004329005,0.5152570999353071,0.4349132076871309,0.5719154737559645,,0.4585987261146497,0.908008658008658,,0.10285714285714286,0.7017984107068171,,0.16802800466744458,0.4349132076871309,0.5152570999353071,0.5054329004329005,[9],[20],['FP'],['RP'],16
0,SVM,0.48651817116060964,0.5186776371028327,0.6326917039478848,0.37065255292233007,0.4750608272506083,,0.7903225806451613,0.9836272040302267,,0.0537280701754386,0.6406890894175554,,0.10061601642710473,0.37065255292233007,0.6326917039478848,0.5186776371028327,[9],[21],['FP'],['RP'],16
1,RandomForest,0.7022274325908558,0.5006983429609742,0.5040420689113885,0.4445247764377718,0.7177615571776156,,0.2903225806451613,0.9640522875816994,,0.03734439834024896,0.8228730822873083,,0.0661764705882353,0.4445247764377718,0.5040420689113885,0.5006983429609742,[9],[21],['FP'],['RP'],16
2,KNN,0.6336459554513482,0.5218866215140024,0.6469468644533396,0.4424647112189434,0.6326034063260341,,0.6612903225806451,0.9802073515551367,,0.06356589147286822,0.7689463955637708,,0.11598302687411599,0.4424647112189434,0.6469468644533396,0.5218866215140024,[9],[21],['FP'],['RP'],16
3,DecisionTree,0.5556858147713951,0.49416093111745285,0.4590495251550114,0.38222069347703536,0.5632603406326034,,0.3548387096774194,0.9585921325051759,,0.02972972972972973,0.7095785440613026,,0.054862842892768084,0.38222069347703536,0.4590495251550114,0.49416093111745285,[9],[21],['FP'],['RP'],16
4,MLP,0.4449003516998828,0.5058805842825478,0.54125461109803,0.34041589861986327,0.4373479318734793,,0.6451612903225806,0.970310391363023,,0.04145077720207254,0.6029350104821802,,0.07789678675754626,0.34041589861986327,0.54125461109803,0.5058805842825478,[9],[21],['FP'],['RP'],16
0,SVM,0.442641298265249,0.5394888054765528,0.5581186648982125,0.4283032685784767,0.37136929460580914,,0.7448680351906158,0.8605769230769231,,0.21840068787618228,0.518840579710145,,0.3377659574468085,0.4283032685784767,0.5581186648982125,0.5394888054765528,[9],[23],['FP'],['RP'],16
1,RandomForest,0.5836597649692221,0.5911521782724218,0.6474965827462147,0.5433384808999632,0.5442600276625172,,0.750733137829912,0.9025229357798165,,0.2797814207650273,0.6790336496980155,,0.40764331210191085,0.5433384808999632,0.6474965827462147,0.5911521782724218,[9],[23],['FP'],['RP'],16
2,KNN,0.5747062115277001,0.5567355383327509,0.5915418405714217,0.519648122053772,0.5643153526970954,,0.6187683284457478,0.8625792811839323,,0.25089179548156954,0.6822742474916388,,0.35702199661590517,0.519648122053772,0.5915418405714217,0.5567355383327509,[9],[23],['FP'],['RP'],16
3,DecisionTree,0.5590374930050364,0.4964336177559085,0.49446141241081676,0.46983675190506313,0.598893499308437,,0.39002932551319647,0.8063314711359404,,0.18653576437587657,0.6873015873015873,,0.2523719165085389,0.46983675190506313,0.49446141241081676,0.4964336177559085,[9],[23],['FP'],['RP'],16
4,MLP,0.5260212646894236,0.5282719528999122,0.5457719343076055,0.47721701695844887,0.5138312586445366,,0.5777126099706745,0.8376550169109357,,0.21888888888888888,0.6369481354479211,,0.3174858984689767,0.47721701695844887,0.5457719343076055,0.5282719528999122,[9],[23],['FP'],['RP'],16
0,SVM,0.5064365125804564,0.5050777237553927,0.5069209901076044,0.47045191119019714,0.5059822462369742,,0.5078597339782346,0.7630966239813737,,0.24705882352941178,0.6084938500812253,,0.33240997229916897,0.47045191119019714,0.5069209901076044,0.5050777237553927,[9],[24],['FP'],['RP'],16
1,RandomForest,0.6102984201287303,0.5297779257125258,0.5363235308530085,0.5267693543498408,0.6796603627942879,,0.39298669891172916,0.7781705700397702,,0.2813852813852814,0.7255871446229915,,0.3279515640766903,0.5267693543498408,0.5363235308530085,0.5297779257125258,[9],[24],['FP'],['RP'],16
2,KNN,0.585722644821533,0.5169086839765875,0.5213484310166762,0.5096865487293699,0.6460825935932073,,0.3966142684401451,0.7703635526921307,,0.26345381526104417,0.7027707808564232,,0.3166023166023166,0.5096865487293699,0.5213484310166762,0.5169086839765875,[9],[24],['FP'],['RP'],16
3,DecisionTree,0.6717378583967232,0.5203216992261426,0.5171636354472299,0.5166760180817551,0.8166730991895021,,0.21765417170495768,0.7658342381469417,,0.2748091603053435,0.7904370564064251,,0.242914979757085,0.5166760180817551,0.5171636354472299,0.5203216992261426,[9],[24],['FP'],['RP'],16
4,MLP,0.5582211819777648,0.506233387421835,0.5081481474567577,0.4927457605796315,0.6051717483597067,,0.4111245465538089,0.7630170316301703,,0.24944974321349964,0.6749892380542402,,0.3105022831050228,0.4927457605796315,0.5081481474567577,0.506233387421835,[9],[24],['FP'],['RP'],16
0,SVM,0.7142857142857143,0.7007575757575758,0.6891534391534391,0.6941404468764251,0.7619047619047619,0.75,0.5555555555555556,0.7272727272727273,0.75,0.625,0.7441860465116279,0.75,0.5882352941176471,0.6941404468764251,0.6891534391534391,0.7007575757575758,[18],[18],['FP'],['FP'],19
1,RandomForest,0.8571428571428571,0.866632160110421,0.8293650793650794,0.8434343434343434,0.9047619047619048,0.9166666666666666,0.6666666666666666,0.8260869565217391,0.9166666666666666,0.8571428571428571,0.8636363636363636,0.9166666666666666,0.75,0.8434343434343434,0.8293650793650794,0.866632160110421,[18],[18],['FP'],['FP'],19
2,KNN,0.7619047619047619,0.7638888888888888,0.7777777777777777,0.7542130365659778,0.6666666666666666,1.0,0.6666666666666666,0.875,0.6666666666666666,0.75,0.7567567567567567,0.8,0.7058823529411765,0.7542130365659778,0.7777777777777777,0.7638888888888888,[18],[18],['FP'],['FP'],19
3,DecisionTree,0.6904761904761905,0.6452991452991453,0.6005291005291006,0.5772727272727273,0.8571428571428571,0.8333333333333334,0.1111111111111111,0.6666666666666666,0.7692307692307693,0.5,0.75,0.8,0.1818181818181818,0.5772727272727273,0.6005291005291006,0.6452991452991453,[18],[18],['FP'],['FP'],19
4,MLP,0.7619047619047619,0.7417027417027416,0.7235449735449736,0.7233949513019281,0.8095238095238095,0.9166666666666666,0.4444444444444444,0.7727272727272727,0.7857142857142857,0.6666666666666666,0.7906976744186046,0.8461538461538461,0.5333333333333333,0.7233949513019281,0.7235449735449736,0.7417027417027416,[18],[18],['FP'],['FP'],19
0,SVM,0.7817745803357314,0.3446065933640053,0.3515963375177878,0.34533508753551495,0.8980446927374302,0.14035087719298245,0.01639344262295082,0.8550531914893617,0.13114754098360656,0.047619047619047616,0.8760217983651226,0.13559322033898302,0.024390243902439025,0.34533508753551495,0.3515963375177878,0.3446065933640053,[18],[2],['FP'],['FW'],19
1,RandomForest,0.8561151079136691,0.2860576923076923,0.3324022346368715,0.30749354005167956,0.9972067039106145,0.0,0.0,0.8581730769230769,0.0,0.0,0.9224806201550387,0.0,0.0,0.30749354005167956,0.3324022346368715,0.2860576923076923,[18],[2],['FP'],['FW'],19
