,Classifier,Accuracy,Precision,Recall,F1,Class0 Recall,Class1 Recall,Class0 Precision,Class1 Precision,Class0 F1,Class1 F1,Macro F1,Macro Recall,Macro Precision,TrainParticipants,TestParticipants,TrainConditions,TestConditions,Experiment
0,SVM,0.5854430379746836,0.5380617199465572,0.5120760959470637,0.44371991144347805,0.9260752688172043,0.09807692307692308,0.5949913644214162,0.4811320754716981,0.7245005257623555,0.16293929712460065,0.44371991144347805,0.5120760959470637,0.5380617199465572,[21],[7],['FW'],['FW'],12
1,RandomForest,0.5174050632911392,0.46669588080631025,0.4736765922249793,0.45814815751820837,0.7204301075268817,0.22692307692307692,0.5714285714285714,0.3619631901840491,0.6373365041617122,0.2789598108747045,0.45814815751820837,0.4736765922249793,0.46669588080631025,[21],[7],['FW'],['FW'],12
2,KNN,0.5443037974683544,0.5231094913982528,0.5222911497105045,0.5218347322378531,0.646505376344086,0.39807692307692305,0.6057934508816121,0.44042553191489364,0.6254876462938882,0.41818181818181815,0.5218347322378531,0.5222911497105045,0.5231094913982528,[21],[7],['FW'],['FW'],12
3,DecisionTree,0.5419303797468354,0.4585001127169802,0.47858767576509514,0.4305575331753831,0.8360215053763441,0.12115384615384615,0.5764596848934198,0.34054054054054056,0.682391662095447,0.17872340425531916,0.4305575331753831,0.47858767576509514,0.4585001127169802,[21],[7],['FW'],['FW'],12
4,MLP,0.5743670886075949,0.5353712049335864,0.5246691480562448,0.5053996183028441,0.8051075268817204,0.24423076923076922,0.6038306451612904,0.46691176470588236,0.6900921658986175,0.32070707070707066,0.5053996183028441,0.5246691480562448,0.5353712049335864,[21],[7],['FW'],['FW'],12
0,SVM,0.5220125786163522,0.4972759458115107,0.4979349017137432,0.4755334796132423,0.7476099426386233,0.2482598607888631,0.5468531468531469,0.4476987447698745,0.6316639741518578,0.3194029850746269,0.4755334796132423,0.4979349017137432,0.4972759458115107,[21],[8],['FW'],['FW'],12
1,RandomForest,0.5859538784067087,0.5797113788259334,0.5664557944750302,0.5567180454798368,0.768642447418738,0.3642691415313225,0.5946745562130178,0.564748201438849,0.670558798999166,0.44287729196050774,0.5567180454798368,0.5664557944750302,0.5797113788259334,[21],[8],['FW'],['FW'],12
2,KNN,0.5545073375262054,0.5484026104778685,0.5477745294193325,0.5477043864140639,0.6175908221797323,0.4779582366589327,0.5894160583941606,0.5073891625615764,0.6031746031746033,0.49223416965352457,0.5477043864140639,0.5477745294193325,0.5484026104778685,[21],[8],['FW'],['FW'],12
3,DecisionTree,0.560796645702306,0.5615174960436082,0.5620816013273413,0.5600614135010649,0.5487571701720841,0.5754060324825986,0.6106382978723405,0.512396694214876,0.5780463242698893,0.5420765027322404,0.5600614135010649,0.5620816013273413,0.5615174960436082,[21],[8],['FW'],['FW'],12
4,MLP,0.5230607966457023,0.5044700808173862,0.5037886013672681,0.4916897652898834,0.7036328871892925,0.3039443155452436,0.5508982035928144,0.458041958041958,0.6179680940386231,0.36541143654114366,0.4916897652898834,0.5037886013672681,0.5044700808173862,[21],[8],['FW'],['FW'],12
0,SVM,0.5458553791887125,0.4555183033799852,0.4697637211027894,0.44622343174393964,0.7779349363507779,0.16159250585480095,0.6057268722466961,0.3053097345132743,0.6811145510835914,0.2113323124042879,0.44622343174393964,0.4697637211027894,0.4555183033799852,[21],[9],['FW'],['FW'],12
1,RandomForest,0.6137566137566137,0.5482205223800647,0.5223641802119322,0.48561309030654515,0.8925035360678925,0.1522248243559719,0.6354481369587109,0.46099290780141844,0.7423529411764705,0.22887323943661972,0.48561309030654515,0.5223641802119322,0.5482205223800647,[21],[9],['FW'],['FW'],12
2,KNN,0.5123456790123457,0.5231879606879607,0.5245090082778769,0.5091850431447746,0.4752475247524752,0.5737704918032787,0.6486486486486487,0.3977272727272727,0.5485714285714285,0.4697986577181208,0.5091850431447746,0.5245090082778769,0.5231879606879607,[21],[9],['FW'],['FW'],12
3,DecisionTree,0.41358024691358025,0.43670280612244894,0.4355624086998864,0.41337907375643224,0.3465346534653465,0.5245901639344263,0.546875,0.32653061224489793,0.42424242424242425,0.4025157232704402,0.41337907375643224,0.4355624086998864,0.43670280612244894,[21],[9],['FW'],['FW'],12
4,MLP,0.5291005291005291,0.5192110792083238,0.5203236951329793,0.5160817031070195,0.5558698727015559,0.4847775175644028,0.6411092985318108,0.39731285988483683,0.5954545454545455,0.4367088607594936,0.5160817031070195,0.5203236951329793,0.5192110792083238,[21],[9],['FW'],['FW'],12
0,SVM,0.5783410138248848,0.49794643886774714,0.49868819946168014,0.4757346922609774,0.8158379373848987,0.18153846153846154,0.6248236953455572,0.3710691823899371,0.7076677316293929,0.24380165289256198,0.4757346922609774,0.49868819946168014,0.49794643886774714,[21],[11],['FW'],['FW'],12
1,RandomForest,0.5414746543778802,0.4591441182114757,0.46983992066864994,0.4524475214130387,0.7550644567219152,0.18461538461538463,0.6074074074074074,0.31088082901554404,0.6732348111658457,0.23166023166023167,0.4524475214130387,0.46983992066864994,0.4591441182114757,[21],[11],['FW'],['FW'],12
2,KNN,0.5276497695852534,0.49201853610799295,0.49214336308258966,0.4919802890407752,0.6335174953959485,0.3507692307692308,0.6198198198198198,0.36421725239616615,0.6265938069216758,0.35736677115987464,0.4919802890407752,0.49214336308258966,0.49201853610799295,[21],[11],['FW'],['FW'],12
3,DecisionTree,0.402073732718894,0.47317942942942937,0.4838050715398782,0.37613194939723993,0.15837937384898712,0.8092307692307692,0.581081081081081,0.36527777777777776,0.24891461649782923,0.5033492822966507,0.37613194939723993,0.4838050715398782,0.47317942942942937,[21],[11],['FW'],['FW'],12
4,MLP,0.5564516129032258,0.5018258722152165,0.5015752939509845,0.4967342998661191,0.7200736648250461,0.28307692307692306,0.6266025641025641,0.3770491803278688,0.6700942587832048,0.3233743409490334,0.4967342998661191,0.5015752939509845,0.5018258722152165,[21],[11],['FW'],['FW'],12
0,SVM,0.8466453674121406,0.5165296728587867,0.5129035983779067,0.5135975135975136,0.9279811097992916,0.09782608695652174,0.904487917146145,0.12857142857142856,0.916083916083916,0.1111111111111111,0.5135975135975136,0.5129035983779067,0.5165296728587867,[21],[13],['FW'],['FW'],12
1,RandomForest,0.7976570820021299,0.4963827838827839,0.4954378625327242,0.4948639833291807,0.8713105076741441,0.11956521739130435,0.9010989010989011,0.09166666666666666,0.885954381752701,0.10377358490566038,0.4948639833291807,0.4954378625327242,0.4963827838827839,[21],[13],['FW'],['FW'],12
2,KNN,0.7209797657082002,0.5236703165390431,0.5498241876700375,0.5113804280470947,0.7626918536009445,0.33695652173913043,0.9137199434229137,0.1336206896551724,0.8314028314028313,0.19135802469135801,0.5113804280470947,0.5498241876700375,0.5236703165390431,[21],[13],['FW'],['FW'],12
3,DecisionTree,0.34717784877529284,0.4816349556387507,0.45404496689081675,0.30998672975328373,0.32113341204250295,0.5869565217391305,0.8774193548387097,0.08585055643879173,0.4701815038893691,0.14979195561719835,0.30998672975328373,0.45404496689081675,0.4816349556387507,[21],[13],['FW'],['FW'],12
4,MLP,0.7976570820021299,0.5823595163093181,0.6456162414660438,0.5940577388645175,0.8347107438016529,0.45652173913043476,0.9339498018494056,0.23076923076923078,0.8815461346633416,0.30656934306569344,0.5940577388645175,0.6456162414660438,0.5823595163093181,[21],[13],['FW'],['FW'],12
0,SVM,0.8140020898641588,0.49747610513739543,0.4962139315371289,0.494113943598394,0.8740068104426788,0.11842105263157894,0.9199522102747909,0.075,0.8963911525029105,0.09183673469387756,0.494113943598394,0.4962139315371289,0.49747610513739543,[21],[14],['FW'],['FW'],12
1,RandomForest,0.703239289446186,0.5053529213103681,0.5142033574287592,0.4775397533294375,0.738933030646992,0.2894736842105263,0.9234042553191489,0.0873015873015873,0.8209331651954603,0.13414634146341461,0.4775397533294375,0.5142033574287592,0.5053529213103681,[21],[14],['FW'],['FW'],12
2,KNN,0.7283176593521421,0.4939969308562156,0.485744369436645,0.4716748768472907,0.7741203178206584,0.19736842105263158,0.917900403768506,0.07009345794392523,0.8399014778325125,0.10344827586206895,0.4716748768472907,0.485744369436645,0.4939969308562156,[21],[14],['FW'],['FW'],12
3,DecisionTree,0.25182863113897597,0.5186914898123438,0.5395408925264352,0.24235736399823088,0.19750283768444948,0.881578947368421,0.9508196721311475,0.08656330749354005,0.32706766917293234,0.1576470588235294,0.24235736399823088,0.5395408925264352,0.5186914898123438,[21],[14],['FW'],['FW'],12
4,MLP,0.7481713688610241,0.4929086982078657,0.48450474938765753,0.47552581131509114,0.7979568671963677,0.17105263157894737,0.9177545691906005,0.06806282722513089,0.8536733454766242,0.09737827715355805,0.47552581131509114,0.48450474938765753,0.4929086982078657,[21],[14],['FW'],['FW'],12
0,SVM,0.8023121387283237,0.4807272245879576,0.4620679173180476,0.4672206433765925,0.8539603960396039,0.07017543859649122,0.9286675639300135,0.03278688524590164,0.8897485493230175,0.04469273743016759,0.4672206433765925,0.4620679173180476,0.4807272245879576,[21],[15],['FW'],['FW'],12
1,RandomForest,0.8832369942196532,0.46528623629719856,0.47277227722772275,0.468999386126458,0.9455445544554455,0.0,0.9305724725943971,0.0,0.937998772252916,0.0,0.468999386126458,0.47277227722772275,0.46528623629719856,[21],[15],['FW'],['FW'],12
2,KNN,0.6982658959537572,0.5038163590795169,0.5123653812749696,0.46668635209354514,0.7264851485148515,0.2982456140350877,0.9362041467304625,0.07142857142857142,0.8181184668989547,0.11525423728813558,0.46668635209354514,0.5123653812749696,0.5038163590795169,[21],[15],['FW'],['FW'],12
3,DecisionTree,0.39075144508670523,0.4756155908893661,0.404833246482543,0.31360060229625447,0.3886138613861386,0.42105263157894735,0.9048991354466859,0.04633204633204633,0.5437229437229437,0.08347826086956521,0.31360060229625447,0.404833246482543,0.4756155908893661,[21],[15],['FW'],['FW'],12
4,MLP,0.7398843930635838,0.4661314138058324,0.4123458398471426,0.43378359114302256,0.7896039603960396,0.03508771929824561,0.9206349206349206,0.011627906976744186,0.8500999333777481,0.017467248908296942,0.43378359114302256,0.4123458398471426,0.4661314138058324,[21],[15],['FW'],['FW'],12
0,SVM,0.7123473541383989,0.4455834683954619,0.43879876048122496,0.44198571428571426,0.8199052132701422,0.057692307692307696,0.8411669367909238,0.05,0.8303999999999999,0.05357142857142857,0.44198571428571426,0.43879876048122496,0.4455834683954619,[21],[18],['FW'],['FW'],12
1,RandomForest,0.7815468113975577,0.4989515601554384,0.49917213513185077,0.49775452586845464,0.8925750394944708,0.10576923076923077,0.8586626139817629,0.13924050632911392,0.8752904725019366,0.12021857923497267,0.49775452586845464,0.49917213513185077,0.4989515601554384,[21],[18],['FW'],['FW'],12
2,KNN,0.5902306648575305,0.518427235454001,0.5364564345606999,0.4802684425846706,0.6113744075829384,0.46153846153846156,0.873589164785553,0.16326530612244897,0.7193308550185874,0.24120603015075376,0.4802684425846706,0.5364564345606999,0.518427235454001,[21],[18],['FW'],['FW'],12
3,DecisionTree,0.2672998643147897,0.48200771098100814,0.47703244622675905,0.2654485049833887,0.1848341232227488,0.7692307692307693,0.8297872340425532,0.1342281879194631,0.3023255813953488,0.22857142857142856,0.2654485049833887,0.47703244622675905,0.48200771098100814,[21],[18],['FW'],['FW'],12
4,MLP,0.649932157394844,0.5153250267121635,0.5270157370275854,0.4984860633426878,0.69826224328594,0.3557692307692308,0.8683693516699411,0.16228070175438597,0.7740805604203154,0.22289156626506026,0.4984860633426878,0.5270157370275854,0.5153250267121635,[21],[18],['FW'],['FW'],12
0,SVM,0.7790304396843292,0.5398622047244095,0.5415111235785339,0.5406185261911808,0.8681462140992167,0.21487603305785125,0.875,0.2047244094488189,0.8715596330275229,0.20967741935483872,0.5406185261911808,0.5415111235785339,0.5398622047244095,[21],[19],['FW'],['FW'],12
1,RandomForest,0.7711386696730552,0.44882197128119333,0.46039315538484776,0.45401812652178786,0.8877284595300261,0.03305785123966942,0.8531994981179423,0.044444444444444446,0.8701215611004478,0.03791469194312796,0.45401812652178786,0.46039315538484776,0.44882197128119333,[21],[19],['FW'],['FW'],12
2,KNN,0.6042841037204059,0.49613991081382386,0.49252853721166084,0.46381573848753044,0.6462140992167101,0.33884297520661155,0.8608695652173913,0.13141025641025642,0.738255033557047,0.18937644341801385,0.46381573848753044,0.49252853721166084,0.49613991081382386,[21],[19],['FW'],['FW'],12
3,DecisionTree,0.5546786922209695,0.4514263727807399,0.4046565824396349,0.40579139905670136,0.6109660574412533,0.19834710743801653,0.8283185840707965,0.07453416149068323,0.7032306536438768,0.10835214446952596,0.40579139905670136,0.4046565824396349,0.4514263727807399,[21],[19],['FW'],['FW'],12
4,MLP,0.6583990980834273,0.47146021870286575,0.4542703320889886,0.45485137067575376,0.7349869451697127,0.17355371900826447,0.8491704374057315,0.09375,0.787963610916725,0.12173913043478263,0.45485137067575376,0.4542703320889886,0.47146021870286575,[21],[19],['FW'],['FW'],12
0,SVM,0.7905569007263923,0.4574248583394925,0.4586603872318158,0.4580360833930678,0.8843537414965986,0.03296703296703297,0.8807588075880759,0.03409090909090909,0.8825526137135099,0.0335195530726257,0.4580360833930678,0.4586603872318158,0.4574248583394925,[21],[20],['FW'],['FW'],12
1,RandomForest,0.801452784503632,0.5120114487377211,0.5129251700680272,0.5123335013319894,0.8829931972789116,0.14285714285714285,0.8927097661623109,0.13131313131313133,0.8878248974008208,0.1368421052631579,0.5123335013319894,0.5129251700680272,0.5120114487377211,[21],[20],['FW'],['FW'],12
2,KNN,0.7433414043583535,0.5057754141797026,0.5091575091575091,0.5003937232524964,0.8095238095238095,0.2087912087912088,0.8920539730134932,0.11949685534591195,0.8487874465049928,0.15200000000000002,0.5003937232524964,0.5091575091575091,0.5057754141797026,[21],[20],['FW'],['FW'],12
3,DecisionTree,0.2360774818401937,0.521353390461997,0.5274201988487703,0.23499996330625333,0.15374149659863945,0.9010989010989011,0.9262295081967213,0.11647727272727272,0.2637106184364061,0.20628930817610058,0.23499996330625333,0.5274201988487703,0.521353390461997,[21],[20],['FW'],['FW'],12
4,MLP,0.7191283292978208,0.5056373065733439,0.5099947671376243,0.49540781934614087,0.7782312925170068,0.24175824175824176,0.8923556942277691,0.11891891891891893,0.8313953488372093,0.15942028985507245,0.49540781934614087,0.5099947671376243,0.5056373065733439,[21],[20],['FW'],['FW'],12
0,SVM,0.790167865707434,0.5528609443494581,0.5486696335574283,0.5504735504735505,0.8854748603351955,0.211864406779661,0.8720770288858322,0.2336448598130841,0.8787248787248787,0.2222222222222222,0.5504735504735505,0.5486696335574283,0.5528609443494581,[21],[23],['FW'],['FW'],12
1,RandomForest,0.8069544364508393,0.4254108723135272,0.46997206703910616,0.4465826144658262,0.9399441340782123,0.0,0.8508217446270544,0.0,0.8931652289316524,0.0,0.4465826144658262,0.46997206703910616,0.4254108723135272,[21],[23],['FW'],['FW'],12
2,KNN,0.6187050359712231,0.5232621648460775,0.5443613294195625,0.4956144021056956,0.6480446927374302,0.4406779661016949,0.8754716981132076,0.17105263157894737,0.7447833065810594,0.24644549763033172,0.4956144021056956,0.5443613294195625,0.5232621648460775,[21],[23],['FW'],['FW'],12
3,DecisionTree,0.31774580335731417,0.4170162699589308,0.344309251017896,0.2863229417789214,0.30726256983240224,0.3813559322033898,0.7508532423208191,0.08317929759704251,0.4360753221010902,0.13657056145675264,0.2863229417789214,0.344309251017896,0.4170162699589308,[21],[23],['FW'],['FW'],12
4,MLP,0.6954436450839329,0.5315366972477065,0.5501254616040148,0.5266784641784642,0.7527932960893855,0.3474576271186441,0.875,0.18807339449541285,0.8093093093093093,0.24404761904761904,0.5266784641784642,0.5501254616040148,0.5315366972477065,[21],[23],['FW'],['FW'],12
0,SVM,0.5892597968069666,0.48493593711314686,0.4910507446221732,0.46505183856108556,0.831081081081081,0.1510204081632653,0.6395147313691508,0.33035714285714285,0.722820763956905,0.20728291316526612,0.46505183856108556,0.4910507446221732,0.48493593711314686,[21],[3],['FW'],['FP'],12
1,RandomForest,0.5587808417997098,0.5107796021892939,0.5103925353925354,0.5101956822688667,0.6779279279279279,0.34285714285714286,0.6515151515151515,0.3700440528634361,0.6644591611479028,0.35593220338983056,0.5101956822688667,0.5103925353925354,0.5107796021892939,[21],[3],['FW'],['FP'],12
2,KNN,0.5268505079825835,0.49585091544695353,0.49567935282221,0.49501339952157414,0.6036036036036037,0.3877551020408163,0.6411483253588517,0.3505535055350554,0.6218097447795824,0.3682170542635659,0.49501339952157414,0.49567935282221,0.49585091544695353,[21],[3],['FW'],['FP'],12
3,DecisionTree,0.44847605224963716,0.6061587071376774,0.5565223386651957,0.42217376719221744,0.18243243243243243,0.9306122448979591,0.826530612244898,0.38578680203045684,0.29889298892988936,0.5454545454545455,0.42217376719221744,0.5565223386651957,0.6061587071376774,[21],[3],['FW'],['FP'],12
4,MLP,0.5065312046444121,0.47828918611766763,0.47716951645523076,0.47650928723385233,0.5788288288288288,0.37551020408163266,0.6268292682926829,0.32974910394265233,0.6018735362997658,0.3511450381679389,0.47650928723385233,0.47716951645523076,0.47828918611766763,[21],[3],['FW'],['FP'],12
0,SVM,0.6596074380165289,0.5378341013824885,0.5151322830640078,0.4822997986939658,0.913570887035633,0.1166936790923825,0.6885714285714286,0.3870967741935484,0.7852720755946564,0.1793275217932752,0.4822997986939658,0.5151322830640078,0.5378341013824885,[21],[6],['FW'],['FP'],12
1,RandomForest,0.6198347107438017,0.43115215246174465,0.4712793813888278,0.42653659164815355,0.8809704321455648,0.06158833063209076,0.6674325100516945,0.19487179487179487,0.7594771241830066,0.09359605911330049,0.42653659164815355,0.4712793813888278,0.43115215246174465,[21],[6],['FW'],['FP'],12
2,KNN,0.6244834710743802,0.50366575824452,0.5022941106358508,0.48596219747406116,0.8392721758908264,0.16531604538087522,0.6824907521578298,0.3248407643312102,0.7528051683100987,0.2191192266380236,0.48596219747406116,0.5022941106358508,0.50366575824452,[21],[6],['FW'],['FP'],12
3,DecisionTree,0.3760330578512397,0.4798670323619766,0.48557733069721554,0.3659617845446461,0.18347232752084913,0.7876823338735819,0.6487935656836461,0.31094049904030713,0.28605200945626474,0.44587155963302755,0.3659617845446461,0.48557733069721554,0.4798670323619766,[21],[6],['FW'],['FP'],12
4,MLP,0.6017561983471075,0.4785627933437634,0.48518351041934177,0.47082578356572613,0.8066717210007581,0.16369529983792544,0.6734177215189874,0.28370786516853935,0.7340462228354605,0.20760534429599176,0.47082578356572613,0.48518351041934177,0.4785627933437634,[21],[6],['FW'],['FP'],12
0,SVM,0.5093167701863354,0.4328804347826087,0.44878290659935094,0.4301778594149008,0.7220338983050848,0.17553191489361702,0.5788043478260869,0.28695652173913044,0.6425339366515838,0.21782178217821782,0.4301778594149008,0.44878290659935094,0.4328804347826087,[21],[9],['FW'],['FP'],12
1,RandomForest,0.5424430641821946,0.4251207729468599,0.4614316624594302,0.41418559597833304,0.8271186440677966,0.09574468085106383,0.5893719806763285,0.2608695652173913,0.688293370944993,0.14007782101167313,0.41418559597833304,0.4614316624594302,0.4251207729468599,[21],[9],['FW'],['FP'],12
2,KNN,0.4658385093167702,0.46236226959118526,0.46045798773891095,0.4571804432673543,0.4847457627118644,0.43617021276595747,0.5742971887550201,0.3504273504273504,0.525735294117647,0.38862559241706157,0.4571804432673543,0.46045798773891095,0.46236226959118526,[21],[9],['FW'],['FP'],12
3,DecisionTree,0.38095238095238093,0.4078366873065016,0.41411828344752977,0.3788649706457926,0.26440677966101694,0.5638297872340425,0.4875,0.3281733746130031,0.34285714285714286,0.4148727984344423,0.3788649706457926,0.41411828344752977,0.4078366873065016,[21],[9],['FW'],['FP'],12
4,MLP,0.5507246376811594,0.5347780312335497,0.5357374684457267,0.534564299321903,0.6033898305084746,0.46808510638297873,0.6402877697841727,0.4292682926829268,0.6212914485165795,0.4478371501272265,0.534564299321903,0.5357374684457267,0.5347780312335497,[21],[9],['FW'],['FP'],12
0,SVM,0.7726315789473684,0.6096887550200804,0.575657894736842,0.5836883749239197,0.9039473684210526,0.24736842105263157,0.827710843373494,0.39166666666666666,0.8641509433962264,0.3032258064516129,0.5836883749239197,0.575657894736842,0.6096887550200804,[21],[14],['FW'],['FP'],12
1,RandomForest,0.7452631578947368,0.5359848484848485,0.5230263157894737,0.5210416666666666,0.8934210526315789,0.15263157894736842,0.8083333333333333,0.2636363636363636,0.8487499999999999,0.19333333333333333,0.5210416666666666,0.5230263157894737,0.5359848484848485,[21],[14],['FW'],['FP'],12
2,KNN,0.6736842105263158,0.5258152173913043,0.5296052631578947,0.5262226512226512,0.7697368421052632,0.2894736842105263,0.8125,0.2391304347826087,0.7905405405405405,0.2619047619047619,0.5262226512226512,0.5296052631578947,0.5258152173913043,[21],[14],['FW'],['FP'],12
3,DecisionTree,0.4473684210526316,0.531860103006348,0.5460526315789473,0.43225475966874416,0.3815789473684211,0.7105263157894737,0.8405797101449275,0.2231404958677686,0.5248868778280543,0.33962264150943394,0.43225475966874416,0.5460526315789473,0.531860103006348,[21],[14],['FW'],['FP'],12
4,MLP,0.6157894736842106,0.4705177034842714,0.4638157894736842,0.4644580871848334,0.7171052631578947,0.21052631578947367,0.7841726618705036,0.1568627450980392,0.7491408934707904,0.1797752808988764,0.4644580871848334,0.4638157894736842,0.4705177034842714,[21],[14],['FW'],['FP'],12
0,SVM,0.6532846715328468,0.4955244720373002,0.49698070680055845,0.48699251083957434,0.8395989974937343,0.15436241610738255,0.7266811279826464,0.26436781609195403,0.7790697674418605,0.19491525423728814,0.48699251083957434,0.49698070680055845,0.4955244720373002,[21],[16],['FW'],['FP'],12
1,RandomForest,0.5218978102189781,0.4658649842627486,0.4593194395384434,0.4565714372227521,0.5964912280701754,0.3221476510067114,0.7020648967551623,0.22966507177033493,0.6449864498644986,0.26815642458100564,0.4565714372227521,0.4593194395384434,0.4658649842627486,[21],[16],['FW'],['FP'],12
2,KNN,0.46897810218978103,0.4589094111994876,0.44820944979899413,0.4335766423357664,0.49373433583959897,0.40268456375838924,0.6888111888111889,0.22900763358778625,0.5751824817518248,0.291970802919708,0.4335766423357664,0.44820944979899413,0.4589094111994876,[21],[16],['FW'],['FP'],12
3,DecisionTree,0.5,0.5125248827670973,0.5157692889942977,0.479007924942055,0.48120300751879697,0.5503355704697986,0.7413127413127413,0.2837370242214533,0.5835866261398177,0.37442922374429227,0.479007924942055,0.5157692889942977,0.5125248827670973,[21],[16],['FW'],['FP'],12
4,MLP,0.5693430656934306,0.5002713127135671,0.5003111806361541,0.4968565203859321,0.6516290726817042,0.348993288590604,0.7282913165266106,0.27225130890052357,0.6878306878306878,0.30588235294117644,0.4968565203859321,0.5003111806361541,0.5002713127135671,[21],[16],['FW'],['FP'],12
0,SVM,0.8091216216216216,0.45544735240413875,0.4478632478632478,0.4515822265945237,0.8861111111111111,0.009615384615384616,0.9028301886792452,0.008064516129032258,0.8943925233644859,0.008771929824561403,0.4515822265945237,0.4478632478632478,0.45544735240413875,[21],[18],['FW'],['FP'],12
1,RandomForest,0.7880067567567568,0.4954013875123885,0.4927706552706553,0.49010261979887826,0.850925925925926,0.1346153846153846,0.910802775024777,0.08,0.8798468166586885,0.1003584229390681,0.49010261979887826,0.4927706552706553,0.4954013875123885,[21],[18],['FW'],['FP'],12
2,KNN,0.714527027027027,0.4735797880355618,0.44380341880341884,0.4489019130453942,0.7722222222222223,0.11538461538461539,0.9006479481641468,0.046511627906976744,0.8315054835493519,0.06629834254143646,0.4489019130453942,0.44380341880341884,0.4735797880355618,[21],[18],['FW'],['FP'],12
3,DecisionTree,0.23141891891891891,0.5077235772357724,0.5135327635327636,0.22633272058823534,0.1712962962962963,0.8557692307692307,0.925,0.09044715447154472,0.28906250000000006,0.1636029411764706,0.22633272058823534,0.5135327635327636,0.5077235772357724,[21],[18],['FW'],['FP'],12
4,MLP,0.7491554054054054,0.48253010622944614,0.4671296296296296,0.4676315410992605,0.8092592592592592,0.125,0.9056994818652849,0.0593607305936073,0.8547677261613692,0.0804953560371517,0.4676315410992605,0.4671296296296296,0.48253010622944614,[21],[18],['FW'],['FP'],12
0,SVM,0.7188612099644128,0.4570067766270298,0.455041782729805,0.45598538337331485,0.83008356545961,0.08,0.8382559774964838,0.07575757575757576,0.834149755073478,0.07782101167315175,0.45598538337331485,0.455041782729805,0.4570067766270298,[21],[19],['FW'],['FP'],12
1,RandomForest,0.8505338078291815,0.42577197149643703,0.49930362116991645,0.45961538461538465,0.9986072423398329,0.0,0.8515439429928741,0.0,0.9192307692307693,0.0,0.45961538461538465,0.49930362116991645,0.42577197149643703,[21],[19],['FW'],['FP'],12
2,KNN,0.538552787663108,0.46033138401559454,0.4251754874651811,0.41452584783210294,0.5863509749303621,0.264,0.8206627680311891,0.1,0.6839967506092608,0.14505494505494507,0.41452584783210294,0.4251754874651811,0.46033138401559454,[21],[19],['FW'],['FP'],12
3,DecisionTree,0.4400948991696323,0.5208553357620059,0.5391643454038997,0.4063451140473377,0.3983286908077994,0.68,0.8773006134969326,0.1644100580270793,0.5478927203065134,0.264797507788162,0.4063451140473377,0.5391643454038997,0.5208553357620059,[21],[19],['FW'],['FP'],12
4,MLP,0.6037959667852907,0.5017214243556954,0.5031197771587743,0.4738024399724905,0.6462395543175488,0.36,0.8529411764705882,0.1505016722408027,0.7353407290015848,0.21226415094339623,0.4738024399724905,0.5031197771587743,0.5017214243556954,[21],[19],['FW'],['FP'],12
0,SVM,0.6252252252252253,0.48412698412698413,0.4879973113977531,0.48041192568054153,0.8040201005025126,0.17197452229299362,0.7111111111111111,0.2571428571428571,0.7547169811320754,0.20610687022900762,0.48041192568054153,0.4879973113977531,0.48412698412698413,[21],[24],['FW'],['FP'],12
1,RandomForest,0.5117117117117117,0.49958314878982885,0.4994878852863041,0.48051835912810115,0.5276381909547738,0.4713375796178344,0.7167235494880546,0.2824427480916031,0.6078147612156295,0.35322195704057285,0.48051835912810115,0.4994878852863041,0.49958314878982885,[21],[24],['FW'],['FP'],12
2,KNN,0.4990990990990991,0.47493296177506705,0.4694811637806869,0.45905674136818786,0.5376884422110553,0.4012738853503185,0.6948051948051948,0.2550607287449393,0.6062322946175638,0.31188118811881194,0.45905674136818786,0.4694811637806869,0.47493296177506705,[21],[24],['FW'],['FP'],12
3,DecisionTree,0.4,0.5604218575478993,0.5450180840508274,0.3942656558803575,0.21105527638190955,0.8789808917197452,0.8155339805825242,0.3053097345132743,0.3353293413173653,0.4532019704433497,0.3942656558803575,0.5450180840508274,0.5604218575478993,[21],[24],['FW'],['FP'],12
4,MLP,0.5675675675675675,0.5083480900581836,0.5095061293729796,0.5052300011886366,0.6432160804020101,0.37579617834394907,0.7231638418079096,0.2935323383084577,0.6808510638297872,0.329608938547486,0.5052300011886366,0.5095061293729796,0.5083480900581836,[21],[24],['FW'],['FP'],12
0,SVM,0.6245387453874539,0.5011857962234968,0.501331223954314,0.49999943334749963,0.7284688995215312,0.27419354838709675,0.7718631178707225,0.2305084745762712,0.7495384615384616,0.2504604051565377,0.49999943334749963,0.501331223954314,0.5011857962234968,[21],[3],['FW'],['LW'],12
1,RandomForest,0.7370848708487084,0.5600056505928566,0.5317564438956629,0.5264031689628055,0.9102870813397129,0.1532258064516129,0.7837281153450052,0.336283185840708,0.8422800221361373,0.21052631578947367,0.5264031689628055,0.5317564438956629,0.5600056505928566,[21],[3],['FW'],['LW'],12
2,KNN,0.5738007380073801,0.4986360150996815,0.49821538817718786,0.4878844895287958,0.6375598086124402,0.3588709677419355,0.7702312138728323,0.22704081632653061,0.6976439790575916,0.278125,0.4878844895287958,0.49821538817718786,0.4986360150996815,[21],[3],['FW'],['LW'],12
3,DecisionTree,0.31088560885608857,0.4752737507487076,0.4794914338632505,0.30910701167460586,0.1686602870813397,0.7903225806451613,0.7305699481865285,0.21997755331088664,0.27405247813411077,0.3441615452151009,0.30910701167460586,0.4794914338632505,0.4752737507487076,[21],[3],['FW'],['LW'],12
